ITEM DESCRIPTION,CATEGORY,SUB-CATEGORY,UNIT,JANUARY_2021,FEBRUARY_2021,MARCH_2021,APRIL_2021,MAY_2021,JUNE_2021,JULY_2021,AUGUST_2021,SEPTEMBER_2021,OCTOBER_2021,NOVEMBER_2021,DECEMBER_2021,Rate per Month_2021,TOTAL_2021,JANUARY_2022,FEBRUARY_2022,MARCH_2022,APRIL_2022,MAY_2022,JUNE_2022,JULY_2022,AUGUST_2022,SEPTEMBER_2022,OCTOBER_2022,NOVEMBER_2022,DECEMBER_2022,Rate per Month_2022,TOTAL_2022,JANUARY_2023,FEBRUARY_2023,MARCH_2023,APRIL_2023,MAY_2023,JUNE_2023,JULY_2023,AUGUST_2023,SEPTEMBER_2023,OCTOBER_2023,NOVEMBER_2023,DECEMBER_2023,Rate per Month_2023,TOTAL_2023
Non-Woven Swabs 79,Medical Items,Medical Consumables,Packet,0,4,4,3,1,0,0,3,4,0,0,0,1.583333333,19,4,0,2,0,0,0,0,0,0,0,2,0,0.666666667,8,0,0,0,0,0,1,0,0,0,0,0,0,0.083333333,1
"Noradrenaline Concentrate Ip Injection -2ml, 4mg, Adrenor 79",Medical Items,Pharmaceuticals,Ampule,8,59,0,0,122,1,6,3,0,0,0,0,16.58333333,199,13,60,4,4,122,2,14,0,1,3,0,0,18.58333333,223,10,60,0,0,120,0,10,0,0,0,0,0,16.66666667,200
Norfloxacin 10mcg - Sd057-5ct 79,Medical Items,Laboratory Test Kits,Kit,0,0,0,0,2,4,4,0,0,0,0,0,0.833333333,10,1,0,0,0,0,0,0,3,3,0,0,2,0.75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Normal Saline - 0.45% - 1/2 Ns -500ml, Sodium Chloride 79",Medical Items,Pharmaceuticals,Bottle,50,0,24,28,23,12,2,2,2,4,0,1,12.33333333,148,51,0,20,20,18,10,2,2,0,0,0,2,10.41666667,125,53,0,24,24,23,15,0,0,0,0,0,0,11.58333333,139
"Normal Saline - 0.9% - 100 ml, Sodium Chloride 79",Medical Items,Pharmaceuticals,Bottle,296,233,282,353,368,217,202,3,4,0,0,4,163.5,1962,296,232,276,354,370,217,201,0,0,0,4,0,162.5,1950,296,229,280,350,371,215,200,0,0,0,0,0,161.75,1941
"Normal Saline - 0.9% - 100 ml, Sodium Chloride - Packet 79",Medical Items,Pharmaceuticals,Packet,54,0,48,2,51,0,2,2,0,4,0,4,13.91666667,167,46,0,54,0,50,0,0,0,4,1,0,0,12.91666667,155,50,0,50,0,50,0,0,0,0,0,0,0,12.5,150
"Normal Saline - 0.9% - 500 ml, Sodium Chloride - Packet 79",Medical Items,Oncology Items,Packet,46,0,136,62,55,3,0,0,0,0,4,0,25.5,306,45,0,134,67,59,0,2,0,0,0,2,0,25.75,309,50,0,138,65,60,0,0,0,0,0,0,0,26.08333333,313
"Normal Saline - 0.9% - 500ml, Sodium Chloride - Nipple Head 79",Medical Items,Pharmaceuticals,Bottle,2,3,0,0,28,0,1,1,3,0,0,0,3.166666667,38,0,0,0,0,28,2,2,0,1,0,2,0,2.916666667,35,0,0,0,0,25,0,0,0,0,0,0,0,2.083333333,25
"Normal Saline - 0.9% - 500ml, Sodium Chloride - Euro Head 79",Medical Items,Oncology Items,Bottle,2594,1748,2261,2520,2854,2931,1960,2,0,0,2,0,1406,16872,2593,1756,2260,2519,2859,2934,1960,0,0,0,2,0,1406.916667,16883,2592,1752,2265,2517,2858,2934,1962,0,0,0,0,0,1406.666667,16880
Normal Saline - 0.9% - Irrigation - 3000ml 79,Medical Items,Pharmaceuticals,Bottle,7,0,3,1,0,0,0,0,1,0,1,0,1.083333333,13,1,2,4,0,8,1,0,0,0,0,0,0,1.333333333,16,5,4,0,0,4,0,0,0,0,0,0,0,1.083333333,13
Normal Saline - 0.9% 1000 ml - Packet 79,Medical Items,Oncology Items,Packet,2,0,0,2,3,0,0,0,4,3,1,0,1.25,15,0,0,0,0,0,2,0,0,0,1,0,3,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Normal Saline - 0.9% 250 ml - Packet 79,Medical Items,Oncology Items,Packet,2,4,4,0,0,0,0,0,4,1,1,0,1.333333333,16,1,0,0,0,0,0,1,0,0,0,0,0,0.166666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Normal Saline - 3% - 100 ml, Sodium Chloride 79",Medical Items,Pharmaceuticals,Bottle,24,9,38,8,35,19,23,2,3,0,2,2,13.75,165,17,13,44,11,31,15,23,0,0,0,2,2,13.16666667,158,20,10,40,10,31,20,25,0,0,0,0,0,13,156
Note Paper - Stick Note Pad 75 X 75mm 79,General Items,Stationary,Pad,65,33,37,11,70,10,14,3,0,2,4,0,20.75,249,62,28,43,18,73,11,16,0,0,2,0,2,21.25,255,64,33,41,14,72,12,15,0,0,0,0,0,20.91666667,251
Nurses Notes (H-2) - A4 79,General Items,Printed Items,Pad,15,11,14,19,16,21,7,2,0,0,0,4,9.083333333,109,17,15,20,11,17,19,0,0,2,0,0,0,8.416666667,101,17,12,16,15,21,21,4,0,0,0,0,0,8.833333333,106
Observation Chart - Hourly (H-14) - A4 79,General Items,Printed Items,Pad,20,94,16,9,15,17,0,0,4,4,0,2,15.08333333,181,14,88,16,15,9,13,2,0,0,0,0,0,13.08333333,157,18,93,14,14,13,16,2,0,0,0,0,0,14.16666667,170
Observation Chart For 2 Hours - A4 79,General Items,Printed Items,Pad,4,0,0,0,3,1,0,1,4,0,0,0,1.083333333,13,0,2,3,3,0,0,0,0,0,3,0,0,0.916666667,11,1,0,0,0,1,0,0,0,0,0,0,0,0.166666667,2
Occult Blood 50/200 Test-Kit 79,Medical Items,Laboratory Consumables,Kit,2,5,4,0,3,1,1,1,0,0,0,2,1.583333333,19,1,1,2,0,0,3,3,2,0,2,0,1,1.25,15,5,2,5,2,1,1,2,0,0,0,0,0,1.5,18
Ofloxacin 5mcg - Sd087 -5ct 79,Medical Items,Laboratory Test Kits,Kit,0,0,0,1,0,0,0,3,2,0,0,2,0.666666667,8,0,0,4,2,4,0,0,0,0,0,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omnipaque Iohexol 100ml - 350mg 79,Medical Items,Pharmaceuticals,Ampule,0,0,1,19,0,20,23,0,3,1,0,0,5.583333333,67,1,0,0,18,4,18,21,3,4,0,0,0,5.75,69,0,0,0,20,0,20,20,0,0,0,0,0,5,60
"Omniscan ( Dotarem ) 0.5 , 10ml 79",Medical Items,Pharmaceuticals,Ampule,4,45,4,1,0,0,0,0,0,0,0,0,4.5,54,4,50,3,2,3,4,0,0,2,0,0,0,5.666666667,68,0,50,0,0,0,0,0,0,0,0,0,0,4.166666667,50
Oncology Booklet 79,General Items,Printed Items,Numbers,2,2,0,101,0,0,100,4,0,4,1,0,17.83333333,214,0,1,0,103,0,3,98,2,0,1,0,3,17.58333333,211,0,0,0,100,0,0,100,0,0,0,0,0,16.66666667,200
Ondansetron Injection - 2ml - Amp (Emeset) 79,Medical Items,Pharmaceuticals,Ampule,243,59,100,86,60,24,60,1,0,0,2,0,52.91666667,635,242,60,108,85,60,20,57,3,0,3,0,0,53.16666667,638,240,60,105,89,65,25,60,0,0,0,0,0,53.66666667,644
One Touch Delca Plus Lancet 79,Medical Items,Medical Consumables,Box,46,332,41,55,48,40,34,0,0,0,4,0,50,600,51,340,42,55,40,33,29,4,0,0,0,0,49.5,594,49,336,39,58,44,37,33,0,0,0,0,0,49.66666667,596
One Touch Verio Flex Strips - 50/Pkt 79,Medical Items,Medical Consumables,Box,57,336,13,18,38,32,3,0,0,0,0,3,41.66666667,500,63,331,10,21,41,32,7,1,2,0,0,0,42.33333333,508,62,335,13,21,40,31,8,0,0,0,0,0,42.5,510
Opsite - Transparent Dressing - 10x12cm 79,Medical Items,Medical Consumables,Numbers,0,4,0,1,1,0,0,0,0,0,3,0,0.75,9,0,0,3,1,1,3,0,4,0,4,1,0,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opsite - Transparent Dressing - 10x14cm 79,Medical Items,Medical Consumables,Numbers,0,0,1,3,0,2,3,3,0,2,0,4,1.5,18,0,0,0,0,0,1,3,0,2,4,4,0,1.166666667,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opsite - Transparent Dressing - 25x10cm 79,Medical Items,Medical Consumables,Numbers,4,2,0,0,0,2,4,0,0,0,0,3,1.25,15,3,0,1,2,4,0,2,0,1,0,0,0,1.083333333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opsite - Transparent Dressing - 45x55cm 79,Medical Items,Medical Consumables,Numbers,18,0,0,1,31,0,2,0,4,0,4,0,5,60,24,3,0,3,29,4,0,0,0,3,0,0,5.5,66,20,0,0,0,30,0,0,0,0,0,0,0,4.166666667,50
Opsite - Transparent Dressing - 6x7cm 79,Medical Items,Medical Consumables,Numbers,1,4,0,0,4,1,1,0,0,4,0,0,1.25,15,0,4,0,1,2,4,2,3,3,1,0,0,1.666666667,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oral Rehydration Solution (ORS) 79,Medical Items,Pharmaceuticals,Packet,3,0,0,0,0,0,1,0,0,0,0,0,0.333333333,4,2,1,3,0,3,1,0,3,4,3,1,2,1.916666667,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ortho Biovue AHG-20 Cassette (1 x 400 Nos) - 707300 79,Medical Items,Laboratory Test Kits,Kit,2,71,0,0,0,0,0,0,1,4,2,0,6.666666667,80,3,68,0,0,2,0,0,0,1,0,3,3,6.666666667,80,0,71,0,0,1,0,0,0,0,0,0,0,6,72
Oxy Set - Twin Bore Nasal Oxygen Set- Adult - (Gs-2016) 79,Medical Items,Medical Consumables,Numbers,31,0,120,110,66,67,29,2,0,0,0,0,35.41666667,425,27,0,117,112,65,63,30,0,3,0,0,0,34.75,417,30,0,118,115,66,65,26,0,0,0,0,0,35,420
Oxy Set - Twin Bore Nasal Oxygen Set- Child - (Gs-2016) 79,Medical Items,Medical Consumables,Numbers,24,27,18,0,7,28,6,0,0,0,1,0,9.25,111,16,26,25,0,13,26,12,0,1,1,0,0,10,120,20,30,21,0,10,30,10,0,0,0,0,0,10.08333333,121
Oxy Set - Twin Bore Nasal Oxygen Set- Infant - (Gs-2016) 79,Medical Items,Medical Consumables,Numbers,14,21,34,29,12,19,6,0,0,0,0,3,11.5,138,16,24,31,24,6,20,5,0,0,0,0,0,10.5,126,14,20,30,25,10,20,10,0,0,0,0,0,10.75,129
Oxytocin Injection Ip 1ml - Syntocinon (Evatoxin) 79,Medical Items,Pharmaceuticals,Ampule,197,180,223,140,250,191,160,4,3,0,2,0,112.5,1350,195,182,222,136,249,194,159,0,0,2,0,0,111.5833333,1339,195,180,220,140,250,190,160,0,0,0,0,0,111.25,1335
Pain Assesment Form 79,General Items,Printed Items,Pad,4,3,4,0,0,4,0,0,0,0,0,0,1.25,15,0,0,0,4,0,0,0,4,0,4,4,1,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panadol 500mg Tablet 79,Medical Items,Pharmaceuticals,Tab,2,18,16,13,4,0,0,4,3,1,0,0,5.083333333,61,4,18,9,7,4,0,0,1,0,0,0,4,3.916666667,47,0,20,12,12,0,0,0,0,0,0,0,0,3.666666667,44
Pantaz 40mg (Tab) 79,Medical Items,Pharmaceuticals,Tab,5,0,3,4,0,0,4,0,2,0,0,0,1.5,18,1,4,0,3,1,0,0,0,2,3,0,0,1.166666667,14,5,0,0,0,0,0,0,0,0,0,0,0,0.416666667,5
Pantoprazole For Fag-40mg 79,Medical Items,Pharmaceuticals,Vial,90,0,60,116,45,68,19,4,2,0,2,0,33.83333333,406,83,3,53,120,38,75,17,0,3,3,1,0,33,396,88,0,56,119,43,71,21,0,0,0,0,0,33.16666667,398
Paper Clip - Ordinary - 12mm 79,General Items,Stationary,Packet,0,0,0,3,0,0,0,0,3,0,0,2,0.666666667,8,0,0,0,0,0,3,4,0,0,0,0,1,0.666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper Clip - Ordinary - 15mm 79,General Items,Stationary,Packet,4,0,0,0,0,0,0,3,0,0,0,0,0.583333333,7,0,3,0,0,2,0,0,0,2,0,0,0,0.583333333,7,0,0,0,0,5,0,0,0,0,0,0,0,0.416666667,5
Paper Clip - Ordinary - 25mm 79,General Items,Stationary,Packet,0,3,5,2,0,0,5,0,0,2,1,4,1.833333333,22,1,0,2,0,2,0,6,1,0,3,0,0,1.25,15,2,0,5,0,1,0,5,0,0,0,0,0,1.083333333,13
Paper Clip - Ordinary - 32mm 79,General Items,Stationary,Box,0,1,3,0,0,0,4,0,0,0,2,0,0.833333333,10,0,3,3,1,0,0,0,0,2,0,0,0,0.75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paper Clip - Ordinary - 33mm 79,General Items,Stationary,Packet,0,0,0,0,0,0,4,3,3,0,0,0,0.833333333,10,0,1,0,0,0,2,0,2,0,0,0,2,0.583333333,7,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
Paper Clip - Ordinary - 50mm 79,General Items,Stationary,Packet,0,0,0,0,0,0,2,0,0,0,0,4,0.5,6,3,0,1,4,0,0,0,0,2,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paracetamol Infusion Ip 1% W/V - 50ml 79,Medical Items,Pharmaceuticals,Bottle,27,25,49,41,22,48,67,0,1,0,3,0,23.58333333,283,34,30,52,41,28,50,69,0,0,4,0,0,25.66666667,308,31,26,54,40,24,52,65,0,0,0,0,0,24.33333333,292
Paracetamol Infusion Ip 1% W/V 1gram -100ml 79,Medical Items,Medical Consumables,Vial,41,28,106,12,10,40,78,0,0,3,0,1,26.58333333,319,41,21,99,14,8,35,77,0,0,0,0,0,24.58333333,295,45,24,104,12,9,40,76,0,0,0,0,0,25.83333333,310
Paracetamol Suppostry - 500 Mg 79,Medical Items,Pharmaceuticals,Caps,11,2,2,21,34,3,70,2,0,2,0,0,12.25,147,10,0,0,22,27,2,73,2,0,1,0,0,11.41666667,137,10,0,0,20,30,0,70,0,0,0,0,0,10.83333333,130
Paracetamol Suppostry 125mg 79,Medical Items,Pharmaceuticals,Caps,9,10,49,36,23,0,67,3,0,0,0,0,16.41666667,197,9,15,45,44,22,0,73,0,1,0,1,0,17.5,210,10,15,50,40,25,0,70,0,0,0,0,0,17.5,210
Paracetamol Suppostry 250mg 79,Medical Items,Pharmaceuticals,Caps,16,18,52,31,22,4,0,4,0,0,3,0,12.5,150,21,15,51,25,22,3,0,0,0,3,0,0,11.66666667,140,20,15,50,30,20,0,0,0,0,0,0,0,11.25,135
Paraffin Gauze - 10 X 10cm - 10pcs/Pkt 79,Medical Items,Medical Consumables,Packet,0,4,4,0,5,5,0,0,4,2,0,0,2,24,0,4,0,1,6,1,0,0,3,0,3,0,1.5,18,0,0,0,0,3,5,0,0,0,0,0,0,0.666666667,8
Partograph ( H-11) - A4 79,General Items,Printed Items,Sheet,1,0,2,3,0,0,0,0,0,0,2,3,0.916666667,11,0,0,0,1,2,0,0,4,2,0,0,2,0.916666667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedia Drip Set 79,Medical Items,Medical Consumables,Set,232,7,298,130,165,199,160,0,0,0,3,4,99.83333333,1198,234,8,299,133,168,201,162,4,0,1,0,0,100.8333333,1210,230,10,303,130,165,200,165,0,0,0,0,0,100.25,1203
Pen - Black - Cello Gripper 79,General Items,Stationary,Numbers,141,53,86,112,130,97,83,0,0,0,4,3,59.08333333,709,145,50,86,114,121,93,87,4,0,0,0,0,58.33333333,700,143,49,89,116,126,96,86,0,0,0,0,0,58.75,705
Pen - Blue - Cello Gripper 79,General Items,Stationary,Numbers,330,200,132,189,231,175,208,0,0,0,0,0,122.0833333,1465,336,195,133,187,235,178,212,0,0,0,0,0,123,1476,335,198,137,185,235,178,208,0,0,0,0,0,123,1476
Pen - Red - Cello Gripper 79,General Items,Stationary,Numbers,24,25,19,32,47,30,46,2,0,0,0,0,18.75,225,21,27,16,34,38,36,41,0,0,0,2,0,17.91666667,215,21,30,20,33,43,35,44,0,0,0,0,0,18.83333333,226
Pen - Signing Pen - Black 79,General Items,Stationary,Numbers,3,0,0,0,0,1,0,0,1,0,0,0,0.416666667,5,0,0,2,0,0,0,0,0,0,2,4,0,0.666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pen - Signing Pen - Blue 79,General Items,Stationary,Numbers,3,6,5,0,17,0,9,0,0,4,1,0,3.75,45,10,2,0,0,16,5,8,0,0,4,0,0,3.75,45,7,3,2,0,20,2,7,0,0,0,0,0,3.416666667,41
Pen Holder 79,General Items,Stationary,Numbers,0,2,5,0,0,0,1,0,0,2,1,0,0.916666667,11,3,4,2,4,0,4,6,0,0,0,4,0,2.25,27,3,2,1,0,0,0,5,0,0,0,0,0,0.916666667,11
Pencil - Ordinary 79,General Items,Stationary,Numbers,19,16,10,4,12,4,11,1,0,0,1,0,6.5,78,18,19,12,0,14,9,19,0,0,1,4,0,8,96,20,15,13,0,14,8,16,0,0,0,0,0,7.166666667,86
Pencil Sharpner - Ordinary 79,General Items,Stationary,Numbers,6,3,0,5,0,1,0,2,0,2,0,0,1.583333333,19,6,0,0,0,2,0,3,0,0,1,2,0,1.166666667,14,2,0,0,1,1,0,0,0,0,0,0,0,0.333333333,4
Pencil Sharpner - Table Mount 79,General Items,Stationary,Numbers,3,0,0,0,2,0,0,1,2,0,2,0,0.833333333,10,0,1,1,4,0,3,3,0,0,0,3,1,1.333333333,16,2,0,0,0,0,0,0,0,0,0,0,0,0.166666667,2
Pentazocine Injection - BP 30mg/ml - 1ml 79,Narcotic,Controlled Drug,Ampule,0,0,1,0,3,0,0,3,0,0,4,0,0.916666667,11,0,1,0,0,2,2,1,0,3,2,0,0,0.916666667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptone Water 100gm 79,Medical Items,Laboratory Test Kits,Bottle,2,0,0,4,2,0,2,4,0,0,1,3,1.5,18,3,3,0,0,2,4,0,0,3,2,0,0,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfor Trach Tube 5.0 With Cuf 100/136/050 79,Medical Items,Medical Consumables,Numbers,0,0,0,2,0,1,0,0,0,0,0,0,0.25,3,0,0,0,0,0,3,2,0,1,1,0,1,0.666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfor Trach Tube 6.0 With Cuf 100/136/060 79,Medical Items,Medical Consumables,Numbers,2,0,0,0,0,4,0,0,0,0,0,3,0.75,9,0,1,0,0,0,3,0,0,0,2,2,0,0.666666667,8,0,0,0,2,0,0,0,0,0,0,0,0,0.166666667,2
Perfor Trach Tube 8.5 With Cuf 100/136/085 79,Medical Items,Medical Consumables,Numbers,2,0,3,0,3,4,3,1,0,0,0,0,1.333333333,16,0,0,1,0,1,0,1,3,0,2,4,3,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Performance Verifier I 79,Medical Items,Laboratory Test Kits,Kit,4,2,0,0,0,4,0,2,0,0,4,3,1.583333333,19,0,0,1,0,4,5,4,4,0,0,0,0,1.5,18,0,1,0,0,1,1,0,0,0,0,0,0,0.25,3
Performance Verifier II 79,Medical Items,Laboratory Test Kits,Kit,0,0,0,2,2,0,4,0,0,0,4,0,1,12,4,0,3,0,0,4,3,2,0,0,3,1,1.666666667,20,0,1,1,0,1,0,1,0,0,0,0,0,0.333333333,4
Peripheral Venous Access Document 79,General Items,Printed Items,Pad,14,1,10,4,8,3,5,0,0,0,0,0,3.75,45,10,6,3,2,10,0,8,0,2,0,1,2,3.666666667,44,10,3,8,1,13,2,7,0,0,0,0,0,3.666666667,44
Personal Care Worklist 79,General Items,Printed Items,Pad,5,0,3,1,0,0,4,1,4,0,0,0,1.5,18,2,1,4,2,0,0,2,2,0,0,0,0,1.083333333,13,3,0,0,0,2,0,0,0,0,0,0,0,0.416666667,5
Pethidine Injection 50 mg / ml 79,Narcotic,Controlled Drug,Ampule,4,3,5,4,0,6,0,0,1,0,0,0,1.916666667,23,2,3,6,4,0,10,4,0,4,0,0,0,2.75,33,0,0,10,0,0,10,0,0,0,0,0,0,1.666666667,20
Petridish (Polystrene) 10 ml - 100 x 15 mm 79,Medical Items,Laboratory Consumables,Box,0,0,0,0,3,0,0,0,2,1,1,3,0.833333333,10,3,0,3,1,1,0,2,0,0,0,3,1,1.166666667,14,0,0,4,0,1,0,2,0,0,0,0,0,0.583333333,7
PH Indicator Paper PH 0-14 79,Medical Items,Laboratory Consumables,Numbers,1,0,0,2,2,1,4,2,3,0,1,0,1.333333333,16,0,4,3,0,0,0,2,1,2,4,0,0,1.333333333,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH Indicator Paper PH 1-14 79,Medical Items,Laboratory Consumables,Numbers,0,0,3,0,3,2,3,0,3,3,0,0,1.416666667,17,0,1,0,0,1,3,0,0,2,0,0,0,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pharmagel 10 X 10 cm 79,Medical Items,Medical Consumables,Packet,0,0,0,0,0,0,0,3,0,0,4,2,0.75,9,3,0,3,0,0,1,4,0,0,0,1,3,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenergan Injection 79,Medical Items,Pharmaceuticals,Ampule,50,1,24,0,29,4,1,0,0,3,4,0,9.666666667,116,54,0,21,0,26,4,3,4,4,1,1,0,9.833333333,118,50,0,24,0,31,0,0,0,0,0,0,0,8.75,105
Phenobarbitone - Injection 79,Narcotic,Controlled Drug,Ampule,21,10,4,3,3,4,0,2,0,4,2,0,4.416666667,53,20,7,0,0,3,4,2,4,0,4,3,0,3.916666667,47,24,10,0,0,0,0,0,0,0,0,0,0,2.833333333,34
Phenylephrine Hydrochloride - Injection 79,Medical Items,Pharmaceuticals,Ampule,1,1,1,13,0,0,1,4,0,4,1,0,2.166666667,26,0,0,1,11,1,0,0,1,0,0,2,1,1.416666667,17,0,0,0,15,0,0,0,0,0,0,0,0,1.25,15
Phosphorous - (Phos) - 300t - Dt Slides - Code 1513209 - Vitros 250 79,Medical Items,Laboratory Test Kits,Kit,0,0,4,4,4,0,5,0,4,0,4,0,2.083333333,25,1,0,0,6,0,0,0,1,0,4,0,0,1,12,0,1,1,3,0,0,1,0,0,0,0,0,0.5,6
Pillows - Vaccumed Packed 79,General Items,General Items,Numbers,2,0,3,4,0,2,0,4,4,1,0,0,1.666666667,20,0,4,0,0,0,0,4,0,0,3,4,0,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pin - Notice Board Pin (Thumb Press Metal) 79,General Items,General Items,Packet,4,0,0,3,0,0,2,0,1,0,0,2,1,12,0,0,1,0,0,1,2,0,0,0,1,0,0.416666667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piperacillin + Tazobactam Injection 79,Medical Items,Pharmaceuticals,Ampule,1,0,4,0,1,1,3,0,1,0,3,0,1.166666667,14,0,0,0,0,0,0,0,4,0,3,0,0,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piperacillin 100cg 79,Medical Items,Laboratory Test Kits,Kit,3,2,1,2,0,4,4,3,2,0,0,3,2,24,0,2,0,0,4,2,0,0,2,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piperacillin Pc 30mcg 79,Medical Items,Laboratory Test Kits,Kit,0,0,4,0,0,0,0,0,4,1,0,3,1,12,1,3,0,1,0,0,0,2,4,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipette Tips 0.5 - 10UL 79,Medical Items,Laboratory Consumables,Box,1,0,0,3,4,0,0,0,4,3,0,0,1.25,15,2,0,2,3,1,2,4,0,0,1,0,0,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipette Tips 0.5 - 200UL  79,Medical Items,Laboratory Consumables,Box,3,2,0,0,2,0,3,2,0,0,3,0,1.25,15,0,2,1,0,0,0,3,0,0,0,4,0,0.833333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipette Tips 10 - 100UL 79,Medical Items,Laboratory Consumables,Box,4,0,0,4,0,3,2,0,0,1,3,1,1.5,18,0,0,0,0,1,0,0,0,4,0,0,0,0.416666667,5,1,0,0,0,0,0,0,0,0,0,0,0,0.083333333,1
Pipette Tips 100 - 1000UL 79,Medical Items,Laboratory Consumables,Box,0,0,2,3,3,0,0,0,0,2,0,4,1.166666667,14,0,3,1,0,0,0,0,0,0,4,4,1,1.083333333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipette Tips 2 - 20UL 79,Medical Items,Laboratory Consumables,Box,0,0,1,0,0,0,4,0,2,0,0,0,0.583333333,7,3,0,0,0,1,0,2,2,0,2,0,0,0.833333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipette Tips 25 - 200UL 79,Medical Items,Laboratory Consumables,Box,2,0,0,0,0,0,0,0,0,0,0,1,0.25,3,0,0,0,0,1,1,0,0,0,3,0,2,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pipette Tips 5 - 50UL 79,Medical Items,Laboratory Consumables,Box,1,4,0,0,3,0,0,2,0,4,0,0,1.166666667,14,0,0,0,2,0,0,0,0,1,0,0,3,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piriton Syrup 79,Medical Items,Pharmaceuticals,Bottle,4,0,0,0,4,0,0,1,0,0,0,0,0.75,9,0,3,3,0,4,2,3,2,0,2,1,3,1.916666667,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Placenta Bags 79,General Items,General Items,Numbers,0,0,0,0,0,0,3,0,3,0,4,0,0.833333333,10,0,4,4,4,1,3,0,0,2,2,1,0,1.75,21,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
Placenta Releasing - (Hospitaluge Vihaa Meehunge Mahaai Eku Dhookuraa Chit) - A5 79,General Items,Printed Items,Pad,3,1,0,3,0,0,0,0,0,0,0,2,0.75,9,6,0,4,4,5,1,3,0,0,0,0,0,1.916666667,23,2,1,2,2,1,0,2,0,0,0,0,0,0.833333333,10
Plain Paper - A3 - 80g - White 79,General Items,Stationary,Ream,1,1,2,0,1,1,1,0,0,1,2,0,0.833333333,10,4,0,0,0,0,0,4,0,0,0,0,1,0.75,9,0,2,0,0,0,1,0,0,0,0,0,0,0.25,3
Plain Paper - A4 - 80g - Blue 79,General Items,Stationary,Sheet,45,28,39,81,20,6,3,0,2,1,0,0,18.75,225,53,29,33,78,24,8,3,1,0,0,0,3,19.33333333,232,50,30,35,80,20,5,0,0,0,0,0,0,18.33333333,220
Plain Paper - A4 - 80g - Green 79,General Items,Stationary,Sheet,131,0,12,80,5,4,0,3,0,0,0,0,19.58333333,235,132,3,13,77,5,5,0,1,3,0,1,0,20,240,130,0,10,80,10,6,0,0,0,0,0,0,19.66666667,236
Plain Paper - A4 - 80g - Hot Pink 79,General Items,Stationary,Sheet,52,4,0,45,0,0,0,0,3,0,4,0,9,108,45,1,2,45,0,0,4,3,3,0,4,0,8.916666667,107,50,0,0,50,0,0,0,0,0,0,0,0,8.333333333,100
Plain Paper - A4 - 80g - Light Blue 79,General Items,Stationary,Sheet,296,29,0,70,129,108,301,0,0,3,0,0,78,936,301,30,4,66,125,106,296,3,0,3,0,0,77.83333333,934,300,30,0,70,130,106,300,0,0,0,0,0,78,936
Plain Paper - A4 - 80g - Light Green 79,General Items,Stationary,Sheet,103,28,0,161,0,0,4,0,0,2,4,0,25.16666667,302,99,32,0,164,0,0,0,2,0,0,3,0,25,300,100,30,0,160,0,0,0,0,0,0,0,0,24.16666667,290
